website-url,category,products-link-href,products-name
https://sindabad.com/,Grocery & Essentials,https://sindabad.com/minicate-rice-premium-pack-of-5kg.html,"Miniket Rice (Premium), 1kg"
https://sindabad.com/,Industrial Items,https://sindabad.com/bartek-machine-racebody-sa3239-301-brother.html,"Bartek Machine Racebody, Sa3239-301, Brother"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/aci-sparkle-led-bulb-b22-12w.html,"ACI Sparkle Led Bulb B22, 12W"
https://sindabad.com/,Industrial Items,https://sindabad.com/masking-tape-14-yards-24mm.html,"Masking Tape, 14 Yards, 24mm"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/fuji-ar22pr-210b-selector-switch-auto-manual-2-position.html,"Fuji AR22PR-210B Selector Switch, Auto/Manual, 2 Position"
https://sindabad.com/,Chemicals & Dyes,https://sindabad.com/kukdong-machine-oil.html,"Kukdong Machine Oil, Grade 500"
https://sindabad.com/,Stationery & Office,https://sindabad.com/diamond-binder-clip-black-19-mm-pack-of-12.html,"Diamond Binder Clip, Black, 19 mm (Pack of 12)"
https://sindabad.com/,Computer & IT,https://sindabad.com/walton-desktop-ram-ddr4-2400-4gb-wdr4l0424nn1.html,"Walton Desktop RAM DDR4 2400 4GB, WDR4L0424NN1"
https://sindabad.com/,Grocery & Essentials,https://sindabad.com/all-time-premium-bake-rusk-biscuit-310-gm.html,"All Time Premium Bake RUSK Biscuit, 310 gm"
https://sindabad.com/,Industrial Items,https://sindabad.com/stop-watch-hs-70w.html,"Casio Stop Watch, HS-70W"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/rechargeable-flash-light-torch.html,Rechargeable flash light torch
https://sindabad.com/,Mobile & Accessories,https://sindabad.com/remax-proda-power-bank.html,Proda Power Bank 10000 mAh.
https://sindabad.com/,Industrial Items,https://sindabad.com/bosch-gbh-226-dre-rotary-hammer-sds-plus.html,Bosch GBH 226 DRE Rotary Hammer SDS Plus
https://sindabad.com/,Industrial Items,https://sindabad.com/susei-plain-presser-foot-heavy-compatible-with-single-needle-all-brand.html,"Susei Plain Presser Foot, Heavy, Compatible with Single Needle All Brand"
https://sindabad.com/,Stationery & Office,https://sindabad.com/kangaro-hd-45-stapler-machine.html,Kangaro HD 45 Stapler Machine
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/cotton-tape-all-size-3-4-30-yard.html,"Cotton tape, All Size -3/4''-30 Yard(গজ)"
https://sindabad.com/,Computer & IT,https://sindabad.com/dell-d1918h-led-monitor-18-5-inch.html,"Dell D1918H LED Monitor , 18.5 Inch"
https://sindabad.com/,Industrial Items,https://sindabad.com/air-pneumatic-pipe-10-mm.html,"Air Pneumatic pipe, 10mm"
https://sindabad.com/,Industrial Items,https://sindabad.com/a1-thread-tape.html,A1 Thread Tape
https://sindabad.com/,Industrial Items,https://sindabad.com/gi-sheet-0-8mm-4x8-feet.html,"GI Sheet, 0.8mm (4x8 Feet)"
https://sindabad.com/,Industrial Items,https://sindabad.com/gum-tape-yellowish-50-yard-57mm.html,"Gum Tape, Yellowish, 50 yard, 57mm"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/autopower-pvc-mcb-distribution-box-4-6-way.html,"Autopower PVC MCB Distribution Box, 4-6 Way"
https://sindabad.com/,Stationery & Office,https://sindabad.com/local-magazine-file-holder.html,Local Magazine File Holder
https://sindabad.com/,Industrial Items,https://sindabad.com/seam-ripper-sewing-stitch-opener.html,"Seam Ripper Sewing, Stitch Opener"
https://sindabad.com/,Personal Hygiene & Beauty,https://sindabad.com/pampers-diaper-large-24-count.html,"Pampers Diaper Large, 24 Count"
https://sindabad.com/,Computer & IT,https://sindabad.com/gigabyte-81-motherboard-h81m-ds2v.html,Gigabyte 81 Motherboard 1150 LGA
https://sindabad.com/,Industrial Items,https://sindabad.com/gum-tape-yellowish-50-yard-70mm.html,"Gum Tape, Yellowish, 50 yard, 70mm"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/mk-3-pin-plug-13-amp.html,MK 13 AMP 3 Pin Plug Monobloc 646WHI
https://sindabad.com/,Computer & IT,https://sindabad.com/adata-desktop-ram-4gb-ddr3-1600-mhz.html,"Adata Desktop RAM 4GB, DDR3 1600 MHz"
https://sindabad.com/,Electronics & Appliances,https://sindabad.com/walton-wcf-1d5-gdel-xx-deep-freezer-146-liter.html,"Walton WCF-1D5-GDEL-XX Deep Freezer, 146 Liter"
https://sindabad.com/,Computer & IT,https://sindabad.com/prolink-wn2001-150mbps-wireless-n-nano-usb-network-adapter.html,Prolink WN2001 150Mbps Wireless-N Nano USB Network Adapter
https://sindabad.com/,Industrial Items,https://sindabad.com/deer-cafe-chair-orange.html,"Deer Cafe Chair, Orange"
https://sindabad.com/,Stationery & Office,https://sindabad.com/red-leaf-707-permanent-marker-black-pack-of-12.html,"Red Leaf 707 Permanent Marker, Black (Pack of 12)"
https://sindabad.com/,Grocery & Essentials,https://sindabad.com/danish-sweetened-condensed-milk-397gm.html,"Danish Sweetened Condensed Milk, 397gm"
https://sindabad.com/,Computer & IT,https://sindabad.com/customized-pc-7-intel-core-i3-3th-gen-intel-h-61-motherboard-wd-500-gb-sata-hard-disk-drive-a4-tech-kr-83-bangla-usb-keyboard-a4-tech-op-620-v-track-usb-mouse.html,"Customized PC 7, Intel Core i3-3th gen, Intel H-61 Motherboard, WD 500 GB Sata Hard Disk Drive, A4 Tech KR-83 Bangla USB keyboard, A4 Tech OP-620 V-Track USB Mouse"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/capacitor-1-5uf.html,Capacitor 1.5uf
https://sindabad.com/,Computer & IT,https://sindabad.com/a4-tech-comfort-wired-keyboard-kr-92-black.html,"A4 Tech Comfort Wired Keyboard, KR 92, Black"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/verivide-t8-tubelight-artificial-day-light-cie-d65-w-36-4-feet.html,Verivide D65 T8 Artificial Day Light 4 Feet
https://sindabad.com/,Industrial Items,https://sindabad.com/pneumatic-nipple-1-2x12mm.html,"Pneumatic Nipple, 1/2x12mm"
https://sindabad.com/,Industrial Items,https://sindabad.com/safety-shoe-vaultex-40.html,"Vaultex Safety Shoes, Size 40"
https://sindabad.com/,Electrical & Lighting,https://sindabad.com/tesa-pvc-tape-yellow.html,Tesa PVC Tape Yellow
